time,open,high,low,close,Stoch_slow,Stoch_fast,EMA_48,EMA_9,EMA_16,EMA_96,upperband,middleband,lowerband,HT_TRENDLINE,TEMA,aroondown,aroonup,AROONOSC,HT_DCPERIOD,HT_DCPHASE,HT_TRENDMODE,macd,macdsignal,macdhist,RSI,NATR,Label
1999-01-25 13:30:00,1.1591,1.1596,1.159,1.1593,54.25000000000519,31.07205787633684,1.1592687681688918,1.15907869587786,1.1590813335786758,1.1590888068349066,1.164011398839528,1.1591874999999991,1.1543636011604703,1.159243077432712,1.1591471966253988,62.50000000000001,12.5,-50.0,26.910967106169657,49.129971019359736,1,-0.0001042662904144,-0.0001863967143628,8.213042394831154e-05,55.76035096481724,0.0703277536898141,0.0
1999-01-25 13:35:00,1.1592,1.1598,1.159,1.159,55.250000000005215,33.92037275590235,1.159257798039549,1.159062956702288,1.159071764922361,1.1590869757661455,1.1633349630064267,1.1591208333333325,1.1549067036602385,1.159223443478261,1.1591197759576666,58.333333333333336,8.333333333333334,-50.0,26.90249081090908,58.527177762360985,1,-0.0001016195549914,-0.0001694412824885,6.782172749708989e-05,47.91330912782877,0.0701991869255875,0.0
1999-01-25 13:40:00,1.1593,1.1601,1.1592,1.1597,58.64473684211011,37.20947710915192,1.1592758470991595,1.1591903653618305,1.159145674931495,1.1590996154410704,1.1625276768093689,1.159079166666666,1.1556306565239631,1.1591876,1.159342299472934,54.16666666666667,4.166666666666667,-50.0,26.53341900137131,68.89254328538762,0,-4.254738843512129e-05,-0.0001440625036778,0.0001015151152427,61.96416388886294,0.0729007368930696,0.0
1999-01-25 13:45:00,1.1593,1.1597,1.159,1.1596,61.01315789474145,40.51886655012069,1.1592890778298062,1.1592722922894645,1.1591991249395543,1.159109932648471,1.1621902479037274,1.1590583333333326,1.155926418762938,1.1591674153846154,1.159472347467537,50.0,0.0,-50.0,27.13701590478723,74.32044077048357,0,-3.758113914509309e-06,-0.0001160016257251,0.0001122435118106,59.38938870250225,0.0715135369091962,0.0
1999-01-25 13:50:00,1.1595,1.1602,1.1592,1.1593,63.51315789474056,43.80047821331154,1.1592895236326712,1.1592778338315717,1.1592109925937244,1.1591138515629356,1.162074401015694,1.1590458333333329,1.1560172656509713,1.159161928205128,1.1594615138711035,45.833333333333336,0.0,-45.833333333333336,28.477388347462743,79.03789683628152,0,2.74354690832368e-06,-9.225259119847904e-05,9.499613810680272e-05,52.08498096119815,0.0731683658912219,0.0
1999-01-25 13:55:00,1.1598,1.1601,1.1592,1.1597,67.5131578947393,47.226029270441614,1.1593062777701133,1.1593622670652572,1.1592685228768156,1.1591259370977205,1.1621780887059685,1.1590541666666658,1.1559302446273632,1.159190500795756,1.1595888633097329,41.66666666666667,95.83333333333334,54.16666666666667,28.695929096432486,77.5492936115848,0,3.971500713229048e-05,-6.585907153232514e-05,0.0001055740786646,59.54789643103096,0.073639034292541,0.0
1999-01-25 14:00:00,1.1599,1.1599,1.1589,1.159,66.51315789473821,50.46976214575334,1.1592937766366394,1.1592898136522058,1.1592369319501314,1.1591233404565304,1.162139336043455,1.159041666666666,1.1559439972898766,1.15921049867374,1.1594357362783223,37.5,91.66666666666669,54.16666666666667,29.110372412985114,81.546065415174,0,1.2388202383251112e-05,-5.020961674920989e-05,6.259781913246101e-05,45.57333371097169,0.0750832618687055,0.0
1999-01-25 14:05:00,1.1595,1.1595,1.158,1.1589,66.10406698564688,53.53925259682253,1.1592777041208582,1.1592118509217646,1.1591972928971748,1.1591187354986638,1.1621230674795135,1.159029166666666,1.1559352658538182,1.1591995632183905,1.159281844843431,100.0,87.5,-12.5,28.735698840462604,92.2437509100344,0,-1.7140071450150174e-05,-4.3595707689397947e-05,2.6455636239247773e-05,43.91695916854948,0.0811278898617121,0.0
1999-01-25 14:10:00,1.159,1.159,1.1579,1.1584,58.277980029125686,55.89217519545426,1.159241879462864,1.1590494807374117,1.1591034937328013,1.1591039162100316,1.1622577117420323,1.159004166666666,1.1557506215912996,1.159143229885057,1.1589895546062063,100.0,83.33333333333334,-16.666666666666668,27.943273682421136,115.57415031510568,0,-7.996547036293045e-05,-5.086966022410445e-05,-2.9095810138826e-05,36.46249177611086,0.0826957577967614,0.0
1999-01-25 14:15:00,1.1584,1.1591,1.1582,1.1587,53.63124089869093,57.78589983624665,1.1592197619337676,1.1589795845899291,1.1590560238818834,1.1590955880407523,1.162281381277749,1.158991666666666,1.155701952055583,1.1590785385878486,1.158874910885523,95.83333333333334,79.16666666666667,-16.666666666666668,26.85286093681489,149.04544136395037,0,-0.0001043447376549,-6.156467571027778e-05,-4.278006194469332e-05,42.99393551495792,0.0821186700281119,0.0
1999-01-25 14:20:00,1.1584,1.1591,1.1582,1.1587,48.98450176825618,58.49378510505837,1.1591985471609607,1.1589236676719434,1.159014138719309,1.159087431586304,1.162273189394616,1.1589708333333326,1.1556684772720491,1.1590245310162377,1.1587909313663074,91.66666666666669,75.0,-16.666666666666668,25.741478544520884,183.2790490794777,0,-0.0001222561893778,-7.370297844380012e-05,-4.855321093408939e-05,42.99393551495792,0.0816247349704744,0.0
1999-01-25 14:25:00,1.1588,1.1592,1.1586,1.159,48.7671104639077,58.53852238055896,1.1591904431952071,1.1589389341375549,1.1590124753405666,1.1590856288731843,1.1621788974954268,1.1589541666666658,1.1557294358379049,1.15899475706286,1.1588354894591932,87.5,70.83333333333334,-16.666666666666668,24.825705514524024,209.7380764021974,0,-0.0001109645211907,-8.115528699318978e-05,-2.9809234197558616e-05,49.55670972613594,0.078288624607641,0.0
1999-01-25 14:30:00,1.1589,1.1592,1.1587,1.159,45.6549823174544,57.822270907013056,1.159182670003566,1.1589511473100438,1.1590110076534412,1.1590838633294074,1.162109751454887,1.1589749999999992,1.1558402485451114,1.1589739984940983,1.1588718122012294,83.33333333333334,66.66666666666667,-16.666666666666668,24.101332787055924,235.64288138763715,0,-0.0001008532196629,-8.509487352713399e-05,-1.575834613577684e-05,49.55670972613594,0.0743832928158414,0.0
1999-01-25 14:35:00,1.1591,1.1599,1.1584,1.1592,43.938735177865865,56.879665505168106,1.1591833773503593,1.159000917848035,1.159033242047154,1.159086257899935,1.1618887545712948,1.1590166666666657,1.1561445787620366,1.158974701994302,1.158971120278637,79.16666666666667,62.50000000000001,-16.666666666666668,23.863413621735063,249.5260549999201,0,-7.582751938151056e-05,-8.324140269800931e-05,7.413883316498754e-06,54.02275511204666,0.0804848066663278,0.0
1999-01-25 14:40:00,1.1593,1.1594,1.1584,1.1585,41.16600790513944,55.42310476042055,1.159155484397283,1.158900734278428,1.1589705076886654,1.1590741701081837,1.1618887545712948,1.1590166666666657,1.1561445787620366,1.1589828769230768,1.1588027315545293,75.0,58.333333333333336,-16.666666666666668,23.780941812764524,262.90397187945103,0,-0.0001111968138118,-8.883248492078482e-05,-2.236432889110202e-05,40.05808987907233,0.0811762243419025,0.0
1999-01-25 14:45:00,1.1585,1.1591,1.1582,1.159,39.166007905140496,53.60250892795381,1.1591491380953534,1.1589205874227424,1.1589739773723515,1.1590726408276026,1.1618745613754329,1.159024999999999,1.1561754386245655,1.1590012,1.1588523766157222,70.83333333333334,54.16666666666667,-16.666666666666668,23.280355038737724,285.2935366496157,0,-9.77545594331719e-05,-9.061689982326224e-05,-7.137659609909671e-06,50.36770876938288,0.0807536427188922,0.0
1999-01-25 14:50:00,1.1587,1.1593,1.1586,1.1587,40.66600790514151,51.69857976215389,1.1591308059281962,1.158876469938194,1.1589417447403103,1.1590649575115697,1.1619072644607922,1.1590166666666657,1.1561260688725392,1.159012056521739,1.1587869578023495,66.66666666666667,50.0,-16.666666666666668,22.466634938848397,309.8426161406202,0,-0.0001100404905105,-9.450161796072068e-05,-1.5538872549833844e-05,45.12848918994325,0.0785121041099279,0.0
1999-01-25 14:55:00,1.1589,1.1589,1.158,1.1583,38.57509881423312,49.28707483877838,1.1590968954821474,1.1587611759505552,1.1588662453590974,1.1590491851917435,1.16209716236521,1.1589874999999992,1.1558778376347885,1.1590115565217392,1.158600127934328,62.50000000000001,45.833333333333336,-16.666666666666668,21.630618000359853,-36.03052062780023,0,-0.0001503210292121,-0.000105665500211,-4.465552900118108e-05,39.03750202893668,0.0784459792854854,0.0
1999-01-25 15:00:00,1.1584,1.1584,1.1581,1.1583,37.980133139176345,46.90932277581489,1.1590643691359372,1.1586689407604442,1.158799628258027,1.159033738074388,1.162218454950785,1.1589749999999992,1.1557315450492134,1.1590072826086957,1.15846280887751,58.333333333333336,41.66666666666667,-16.666666666666668,20.97844257583352,-11.772573147336516,0,-0.0001801667956682,-0.0001205657593024,-5.960103636577533e-05,39.037502028936686,0.0726075400204361,0.0
1999-01-25 15:05:00,1.1584,1.1591,1.1581,1.1588,38.71239858540099,44.62668374246107,1.1590535785589602,1.158695152608355,1.1587996719923768,1.159028918732648,1.1622038974976303,1.1589791666666658,1.1557544358357013,1.1589911801242236,1.158538524815215,54.16666666666667,37.5,-16.666666666666668,20.51944879863873,9.148970644122189,0,-0.0001616110081832,-0.0001287748090786,-3.283619910462242e-05,49.76418407923438,0.0741006509459384,0.0
1999-01-25 15:10:00,1.1586,1.1589,1.1582,1.1585,37.865716663204765,42.92566179530099,1.1590309835157373,1.1586561220866842,1.158764416463862,1.159018013191769,1.1622569996333023,1.1589708333333324,1.1556846670333625,1.1589651966873706,1.1584949258701525,50.0,33.333333333333336,-16.666666666666668,20.10126404750242,15.568295928960424,0,-0.0001691629010858,-0.00013685242748,-3.2310473605761726e-05,44.4811606428048,0.0725979642765302,0.0
1999-01-25 15:15:00,1.1584,1.1586,1.158,1.1583,34.662055335974586,41.344896331741296,1.1590011474538704,1.1585848976693474,1.1587097792328194,1.1590032087960622,1.162402067642362,1.1589458333333325,1.1554895990243028,1.1589262857142857,1.1583961138947458,45.833333333333336,29.166666666666668,-16.666666666666668,19.63979969691064,25.280043734238397,0,-0.0001891062599004,-0.0001473031939641,-4.18030659362985e-05,41.200723257077385,0.0702982275667307,0.0
1999-01-25 15:20:00,1.1582,1.1585,1.1579,1.1583,31.879446640323252,39.91947507108022,1.1589725291904471,1.158527918135478,1.1586615699113112,1.158988709645628,1.16237130292964,1.1588958333333326,1.1554203637370253,1.1588718095238095,1.1583260228749377,100.0,25.0,-75.0,19.115155349584835,24.776431030444385,1,-0.0002025763414801,-0.0001583578234673,-4.4218518012801086e-05,41.20072325707738,0.0682428747037678,0.0
1999-01-25 15:25:00,1.1582,1.1585,1.158,1.1582,28.22727272727961,38.20782192636121,1.1589409973867555,1.1584623345083824,1.158607267568804,1.158972447591079,1.1624277087650434,1.1588499999999993,1.1552722912349551,1.1587965438596493,1.1582430686502987,95.83333333333334,20.833333333333336,-75.0,18.55045304051581,8.66035311559699,1,-0.0002187984698802,-0.0001704459527499,-4.8352517130348106e-05,39.363651706163566,0.0654622857456025,0.0
1999-01-25 15:30:00,1.1582,1.1585,1.1578,1.1579,26.16666666667272,36.58379562212941,1.1588985076975002,1.158349867606706,1.158524059619533,1.158950335269613,1.1625928360776083,1.158791666666666,1.1549904972557237,1.1587009356725146,1.1580810031612536,100.0,16.666666666666668,-83.33333333333334,17.99866353496308,-19.435952564786703,1,-0.0002529463087135,-0.0001869460239426,-6.60002847708905e-05,34.21481410839251,0.0649209157194988,0.0
1999-01-25 15:35:00,1.1581,1.1581,1.157,1.1572,21.53623188406344,34.716920347645875,1.1588291808527045,1.1581198940853648,1.158368287899588,1.158914245882611,1.163269565622134,1.158716666666666,1.1541637677111978,1.1586014385964911,1.157720692714285,100.0,12.5,-87.5,17.494237780875075,-24.133150716061834,1,-0.0003326581903213,-0.0002160884572183,-0.0001165697331029,25.469677966125925,0.0683042810704813,0.0
1999-01-25 15:40:00,1.1571,1.1575,1.1565,1.157,19.45930880713953,32.908028756145875,1.1587545204097367,1.1578959152682915,1.1582073128525776,1.158874776895341,1.1636240161542255,1.158604166666666,1.1535843171791065,1.1585022944616443,1.1573881100299934,100.0,8.333333333333334,-91.66666666666669,17.08314201872468,-18.59752445915888,1,-0.0004072739586427,-0.0002543255575032,-0.0001529484011394,23.53606017258366,0.0703287921288847,0.0
1999-01-25 15:45:00,1.157,1.1575,1.1565,1.1574,20.92084726867681,31.38759870310724,1.1586992338624005,1.1577967322146334,1.1581123348699214,1.1588443691243029,1.163600066543662,1.1585124999999992,1.1534249334563365,1.1584129738562092,1.157288521886319,100.0,4.166666666666667,-95.83333333333334,16.8634763749059,-14.717949374782734,1,-0.0004291834756053,-0.0002892971411236,-0.0001398863344817,34.69177882941116,0.0720929381895192,0.0
1999-01-25 15:50:00,1.1573,1.1578,1.1567,1.1575,23.18805374640829,29.931102523212804,1.1586502855414862,1.1577373857717068,1.15804029547346,1.1588166501732862,1.163595341926515,1.1584374999999991,1.1532796580734832,1.1583264705882352,1.1572604339755943,95.83333333333334,0.0,-95.83333333333334,16.97441108519862,-10.344222389927609,1,-0.0004334808638171,-0.0003181338856623,-0.0001153469781547,37.26594610726572,0.0746362306968451,0.0
1999-01-25 15:55:00,1.1572,1.1575,1.157,1.1573,22.31086076395116,28.57574935235597,1.158595171845915,1.1576499086173655,1.1579532018883472,1.1587853790356926,1.1633538067437776,1.1583374999999991,1.1533211932562206,1.158254379084967,1.1571809709411218,91.66666666666669,0.0,-91.66666666666669,17.555683634668643,-6.960065075969283,1,-0.0004478622265033,-0.0003440795538305,-0.0001037826726728,34.23022941618504,0.0711552268453182,0.0
